cap-shape,cap-color,odor,gill-size,gill-color,stalk-color-above-ring,veil-color,ring-type,spore-print-color,population,habitat
knobbed,brown,spicy,narrow,buff,white,white,evanescent,white,several,woods
knobbed,brown,spicy,narrow,buff,white,white,evanescent,white,several,paths
bell,brown,none,broad,yellow,orange,brown,pendant,yellow,several,leaves
flat,brown,none,broad,orange,orange,brown,pendant,brown,several,leaves
knobbed,gray,none,broad,white,white,white,pendant,white,numerous,grasses
flat,brown,none,broad,yellow,orange,orange,pendant,yellow,clustered,leaves
knobbed,red,fishy,narrow,buff,pink,white,evanescent,white,several,leaves
bell,brown,none,broad,brown,orange,brown,pendant,buff,several,leaves
knobbed,brown,none,broad,yellow,orange,orange,pendant,brown,clustered,leaves
knobbed,red,fishy,narrow,buff,white,white,evanescent,white,several,woods
flat,brown,none,broad,yellow,orange,orange,pendant,brown,clustered,leaves
knobbed,red,foul,narrow,buff,white,white,evanescent,white,several,woods
bell,gray,none,broad,gray,white,white,pendant,white,numerous,grasses
knobbed,brown,fishy,narrow,buff,white,white,evanescent,white,several,woods
flat,brown,none,broad,brown,orange,orange,pendant,buff,several,leaves
knobbed,brown,spicy,narrow,buff,white,white,evanescent,white,several,leaves
convex,gray,none,broad,white,white,white,pendant,white,scattered,grasses
convex,gray,none,broad,gray,white,white,pendant,white,scattered,grasses
knobbed,brown,none,broad,yellow,orange,brown,pendant,buff,several,leaves
convex,brown,none,broad,yellow,orange,brown,pendant,buff,clustered,leaves
knobbed,red,fishy,narrow,buff,white,white,evanescent,white,several,woods
convex,gray,none,broad,white,white,white,pendant,white,numerous,grasses
knobbed,brown,foul,narrow,buff,white,white,evanescent,white,several,woods
knobbed,red,spicy,narrow,buff,pink,white,evanescent,white,several,woods
knobbed,brown,foul,narrow,buff,pink,white,evanescent,white,several,paths
knobbed,red,foul,narrow,buff,pink,white,evanescent,white,several,woods
knobbed,brown,spicy,narrow,buff,white,white,evanescent,white,several,leaves
knobbed,red,spicy,narrow,buff,pink,white,evanescent,white,several,leaves
convex,white,none,broad,gray,white,white,pendant,white,numerous,grasses
knobbed,brown,spicy,narrow,buff,pink,white,evanescent,white,several,leaves
knobbed,red,fishy,narrow,buff,white,white,evanescent,white,several,paths
knobbed,red,spicy,narrow,buff,white,white,evanescent,white,several,paths
convex,gray,none,broad,white,white,white,pendant,white,numerous,grasses
convex,brown,none,broad,orange,orange,orange,pendant,orange,clustered,leaves
bell,white,none,broad,pink,white,white,pendant,white,numerous,grasses
knobbed,brown,foul,narrow,buff,white,white,evanescent,white,several,leaves
knobbed,brown,foul,narrow,buff,white,white,evanescent,white,several,leaves
knobbed,brown,spicy,narrow,buff,white,white,evanescent,white,several,woods
convex,red,foul,narrow,buff,white,white,evanescent,white,several,paths
knobbed,red,foul,narrow,buff,pink,white,evanescent,white,several,woods
convex,brown,none,broad,orange,orange,orange,pendant,buff,several,leaves
convex,gray,none,broad,gray,white,white,pendant,white,scattered,grasses
knobbed,red,foul,narrow,buff,white,white,evanescent,white,several,leaves
knobbed,red,foul,narrow,buff,pink,white,evanescent,white,several,leaves
knobbed,white,none,broad,gray,white,white,pendant,white,numerous,grasses
bell,brown,none,broad,yellow,orange,orange,pendant,buff,several,leaves
knobbed,white,none,broad,pink,white,white,pendant,white,numerous,grasses
knobbed,red,spicy,narrow,buff,pink,white,evanescent,white,several,woods
knobbed,brown,foul,narrow,buff,white,white,evanescent,white,several,paths
knobbed,red,fishy,narrow,buff,pink,white,evanescent,white,several,leaves
knobbed,brown,fishy,narrow,buff,pink,white,evanescent,white,several,woods
convex,brown,spicy,narrow,buff,pink,white,evanescent,white,several,leaves
knobbed,brown,none,broad,orange,orange,orange,pendant,brown,clustered,leaves
knobbed,brown,foul,narrow,buff,white,white,evanescent,white,several,woods
knobbed,brown,spicy,narrow,buff,white,white,evanescent,white,several,woods
knobbed,red,foul,narrow,buff,pink,white,evanescent,white,several,leaves
convex,white,none,broad,pink,white,white,pendant,white,scattered,grasses
flat,red,fishy,narrow,buff,white,white,evanescent,white,several,woods
knobbed,brown,fishy,narrow,buff,pink,white,evanescent,white,several,leaves
knobbed,red,foul,narrow,buff,white,white,evanescent,white,several,woods
flat,brown,none,broad,orange,orange,orange,pendant,buff,several,leaves
convex,brown,none,broad,white,brown,white,pendant,white,solitary,woods
knobbed,brown,spicy,narrow,buff,pink,white,evanescent,white,several,woods
knobbed,red,spicy,narrow,buff,pink,white,evanescent,white,several,leaves
bell,white,none,broad,gray,white,white,pendant,white,scattered,grasses
knobbed,brown,spicy,narrow,buff,white,white,evanescent,white,several,paths
knobbed,brown,fishy,narrow,buff,white,white,evanescent,white,several,paths
convex,brown,none,broad,orange,orange,orange,pendant,brown,clustered,leaves
convex,gray,none,broad,pink,white,white,pendant,white,scattered,grasses
convex,gray,none,broad,gray,white,white,pendant,white,numerous,grasses
flat,brown,fishy,narrow,buff,pink,white,evanescent,white,several,paths
flat,brown,spicy,narrow,buff,white,white,evanescent,white,several,woods
flat,gray,none,broad,white,white,white,pendant,white,several,paths
knobbed,red,fishy,narrow,buff,pink,white,evanescent,white,several,woods
convex,white,none,broad,white,white,white,pendant,white,scattered,grasses
knobbed,brown,spicy,narrow,buff,pink,white,evanescent,white,several,paths
knobbed,brown,fishy,narrow,buff,pink,white,evanescent,white,several,paths
convex,red,foul,narrow,buff,pink,white,evanescent,white,several,paths
convex,gray,none,broad,pink,white,white,pendant,white,scattered,grasses
flat,brown,none,broad,brown,orange,orange,pendant,brown,several,leaves
convex,red,foul,narrow,buff,pink,white,evanescent,white,several,paths
bell,white,none,broad,white,white,white,pendant,white,scattered,grasses
knobbed,red,foul,narrow,buff,white,white,evanescent,white,several,leaves
convex,gray,none,broad,pink,white,white,pendant,white,scattered,grasses
flat,brown,musty,broad,yellow,cinnamon,white,none,white,clustered,woods
convex,brown,none,broad,yellow,orange,brown,pendant,orange,several,leaves
bell,gray,none,broad,pink,white,white,pendant,white,numerous,grasses
bell,brown,none,broad,brown,orange,orange,pendant,orange,several,leaves
knobbed,red,foul,narrow,buff,pink,white,evanescent,white,several,woods
flat,brown,none,broad,orange,orange,orange,pendant,orange,several,leaves
convex,gray,none,broad,white,white,white,pendant,white,numerous,grasses
knobbed,brown,foul,narrow,buff,white,white,evanescent,white,several,paths
convex,white,none,broad,pink,white,white,pendant,white,numerous,grasses
flat,pink,none,broad,white,white,white,pendant,white,several,paths
knobbed,red,foul,narrow,buff,pink,white,evanescent,white,several,leaves
knobbed,gray,none,broad,white,white,white,pendant,white,numerous,grasses
knobbed,brown,none,broad,orange,orange,orange,pendant,yellow,clustered,leaves
knobbed,brown,foul,narrow,buff,pink,white,evanescent,white,several,woods
knobbed,brown,fishy,narrow,buff,white,white,evanescent,white,several,leaves
knobbed,red,spicy,narrow,buff,white,white,evanescent,white,several,paths
knobbed,brown,spicy,narrow,buff,pink,white,evanescent,white,several,woods
knobbed,brown,none,broad,orange,orange,brown,pendant,orange,clustered,leaves
knobbed,brown,spicy,narrow,buff,white,white,evanescent,white,several,paths
knobbed,white,none,broad,pink,white,white,pendant,white,scattered,grasses
knobbed,red,foul,narrow,buff,pink,white,evanescent,white,several,paths
flat,brown,none,broad,white,brown,white,pendant,white,solitary,paths
knobbed,red,spicy,narrow,buff,pink,white,evanescent,white,several,paths
convex,gray,none,broad,white,white,white,pendant,white,scattered,grasses
knobbed,red,foul,narrow,buff,pink,white,evanescent,white,several,woods
knobbed,red,fishy,narrow,buff,white,white,evanescent,white,several,woods
knobbed,brown,foul,narrow,buff,white,white,evanescent,white,several,leaves
bell,brown,none,broad,brown,orange,brown,pendant,orange,clustered,leaves
knobbed,white,none,broad,white,white,white,pendant,white,numerous,grasses
bell,brown,none,broad,yellow,orange,orange,pendant,orange,clustered,leaves
flat,gray,none,broad,white,white,white,pendant,white,solitary,paths
knobbed,red,musty,broad,white,cinnamon,white,none,white,clustered,woods
convex,red,fishy,narrow,buff,white,white,evanescent,white,several,woods
knobbed,brown,foul,narrow,buff,pink,white,evanescent,white,several,paths
knobbed,brown,none,broad,yellow,orange,orange,pendant,yellow,several,leaves
knobbed,brown,none,broad,brown,orange,orange,pendant,orange,clustered,leaves
convex,cinnamon,none,broad,white,white,white,pendant,white,several,paths
knobbed,red,spicy,narrow,buff,white,white,evanescent,white,several,leaves
knobbed,brown,fishy,narrow,buff,pink,white,evanescent,white,several,leaves
knobbed,red,spicy,narrow,buff,pink,white,evanescent,white,several,leaves
knobbed,brown,fishy,narrow,buff,white,white,evanescent,white,several,woods
knobbed,red,foul,narrow,buff,white,white,evanescent,white,several,paths
flat,cinnamon,none,broad,white,white,white,pendant,white,several,paths
convex,brown,none,broad,orange,orange,brown,pendant,brown,clustered,leaves
bell,white,none,broad,white,white,white,pendant,white,numerous,grasses
knobbed,gray,none,broad,gray,white,white,pendant,white,scattered,grasses
flat,brown,none,broad,yellow,orange,orange,pendant,orange,clustered,leaves
knobbed,brown,none,broad,brown,orange,brown,pendant,orange,clustered,leaves
knobbed,white,none,broad,gray,white,white,pendant,white,numerous,grasses
knobbed,red,foul,narrow,buff,white,white,evanescent,white,several,leaves
bell,white,none,broad,gray,white,white,pendant,white,scattered,grasses
knobbed,brown,fishy,narrow,buff,white,white,evanescent,white,several,paths
knobbed,red,fishy,narrow,buff,white,white,evanescent,white,several,woods
knobbed,brown,foul,narrow,buff,white,white,evanescent,white,several,woods
convex,brown,none,broad,orange,orange,brown,pendant,yellow,several,leaves
convex,brown,none,broad,white,white,white,pendant,white,solitary,paths
bell,white,none,broad,pink,white,white,pendant,white,numerous,grasses
flat,brown,foul,narrow,buff,white,white,evanescent,white,several,woods
knobbed,brown,foul,narrow,buff,pink,white,evanescent,white,several,leaves
knobbed,red,fishy,narrow,buff,pink,white,evanescent,white,several,paths
convex,brown,none,broad,orange,orange,brown,pendant,yellow,clustered,leaves
convex,brown,none,broad,yellow,orange,brown,pendant,brown,several,leaves
bell,white,none,broad,white,white,white,pendant,white,scattered,grasses
convex,red,foul,narrow,buff,pink,white,evanescent,white,several,paths
bell,white,none,broad,white,white,white,pendant,white,scattered,grasses
bell,white,none,broad,gray,white,white,pendant,white,numerous,grasses
bell,white,none,broad,gray,white,white,pendant,white,numerous,grasses
knobbed,brown,none,broad,orange,orange,orange,pendant,orange,several,leaves
knobbed,red,spicy,narrow,buff,pink,white,evanescent,white,several,paths
knobbed,brown,none,broad,yellow,orange,brown,pendant,orange,several,leaves
knobbed,red,foul,narrow,buff,white,white,evanescent,white,several,woods
knobbed,cinnamon,musty,broad,yellow,cinnamon,white,none,white,clustered,woods
knobbed,brown,fishy,narrow,buff,pink,white,evanescent,white,several,woods
convex,gray,none,broad,gray,white,white,pendant,white,numerous,grasses
flat,brown,none,broad,white,brown,white,pendant,white,solitary,woods
knobbed,brown,none,broad,yellow,orange,brown,pendant,yellow,clustered,leaves
bell,brown,none,broad,white,brown,white,pendant,white,solitary,paths
convex,brown,foul,narrow,buff,pink,white,evanescent,white,several,leaves
bell,brown,none,broad,orange,orange,orange,pendant,buff,clustered,leaves
flat,brown,fishy,narrow,buff,white,white,evanescent,white,several,paths
knobbed,brown,foul,narrow,buff,pink,white,evanescent,white,several,paths
knobbed,gray,none,broad,white,white,white,pendant,white,numerous,grasses
knobbed,brown,foul,narrow,buff,white,white,evanescent,white,several,leaves
knobbed,gray,none,broad,gray,white,white,pendant,white,scattered,grasses
convex,brown,none,broad,yellow,orange,brown,pendant,orange,clustered,leaves
knobbed,red,fishy,narrow,buff,white,white,evanescent,white,several,paths
flat,brown,none,broad,orange,orange,brown,pendant,yellow,several,leaves
knobbed,brown,fishy,narrow,buff,pink,white,evanescent,white,several,leaves
knobbed,brown,spicy,narrow,buff,pink,white,evanescent,white,several,paths
knobbed,brown,none,broad,brown,orange,brown,pendant,brown,several,leaves
bell,brown,none,broad,brown,orange,orange,pendant,brown,clustered,leaves
convex,brown,none,broad,white,brown,white,pendant,white,solitary,paths
convex,white,none,broad,white,white,white,pendant,white,scattered,grasses
flat,brown,none,broad,brown,orange,brown,pendant,orange,several,leaves
flat,brown,foul,narrow,buff,white,white,evanescent,white,several,paths
convex,red,spicy,narrow,buff,white,white,evanescent,white,several,woods
knobbed,red,fishy,narrow,buff,white,white,evanescent,white,several,paths
knobbed,red,foul,narrow,buff,pink,white,evanescent,white,several,woods
knobbed,red,foul,narrow,buff,pink,white,evanescent,white,several,paths
bell,brown,none,broad,orange,orange,brown,pendant,brown,several,leaves
convex,brown,none,broad,yellow,orange,brown,pendant,yellow,several,leaves
flat,brown,none,broad,orange,orange,orange,pendant,yellow,several,leaves
knobbed,brown,spicy,narrow,buff,white,white,evanescent,white,several,leaves
bell,brown,none,broad,brown,orange,orange,pendant,buff,several,leaves
knobbed,gray,none,broad,white,white,white,pendant,white,scattered,grasses
knobbed,white,none,broad,pink,white,white,pendant,white,scattered,grasses
knobbed,red,spicy,narrow,buff,pink,white,evanescent,white,several,paths
bell,white,none,broad,gray,white,white,pendant,white,numerous,grasses
convex,white,none,broad,white,white,white,pendant,white,scattered,grasses
bell,white,none,broad,pink,white,white,pendant,white,scattered,grasses
knobbed,brown,fishy,narrow,buff,pink,white,evanescent,white,several,woods
flat,brown,fishy,narrow,buff,pink,white,evanescent,white,several,leaves
flat,red,fishy,narrow,buff,pink,white,evanescent,white,several,paths
knobbed,red,fishy,narrow,buff,white,white,evanescent,white,several,paths
knobbed,brown,foul,narrow,buff,pink,white,evanescent,white,several,woods
convex,brown,none,broad,yellow,orange,brown,pendant,yellow,clustered,leaves
flat,brown,none,broad,yellow,orange,brown,pendant,brown,several,leaves
knobbed,brown,foul,narrow,buff,pink,white,evanescent,white,several,leaves
knobbed,brown,foul,narrow,buff,pink,white,evanescent,white,several,leaves
convex,gray,none,broad,gray,white,white,pendant,white,numerous,grasses
knobbed,white,none,broad,white,white,white,pendant,white,scattered,grasses
knobbed,red,foul,narrow,buff,pink,white,evanescent,white,several,paths
convex,brown,foul,narrow,buff,white,white,evanescent,white,several,woods
